Month,Reported by,Falls within,Easting,Northing,Location,Crime type,Context
2011-02,West Midlands Police,West Midlands Police,391382.0,298679.0,On or near Queen Square,Other crime,
2011-02,West Midlands Police,West Midlands Police,433130.0,279121.0,On or near Corporation Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,401066.0,290471.0,On or near Florence Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,407791.0,299318.0,On or near Windermere Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,390294.0,284289.0,On or near St. Johns Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,394063.0,291307.0,On or near Maple Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,412281.0,292293.0,On or near Poppy Lane,Burglary,
2011-02,West Midlands Police,West Midlands Police,411700.0,293671.0,On or near Green Lanes,Robbery,
2011-02,West Midlands Police,West Midlands Police,412087.0,296483.0,On or near High Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,412431.0,291450.0,On or near Terrys Lane,Violent crime,
2011-02,West Midlands Police,West Midlands Police,395782.0,298496.0,On or near Summer Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,415137.0,279635.0,On or near Poplar Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,412632.0,278924.0,On or near Wixford Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,394612.0,290438.0,On or near Castle Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,400608.0,284195.0,On or near Faraday Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,402569.0,289941.0,On or near St. Stephens Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,394400.0,290204.0,On or near High Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,426933.0,281829.0,On or near Copse Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,391413.0,298366.0,On or near Cleveland Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,393110.0,293956.0,On or near Branfield Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,413503.0,295812.0,On or near Hollyfield Road South,Violent crime,
2011-02,West Midlands Police,West Midlands Police,403199.0,277373.0,On or near Grange Walk,Violent crime,
2011-02,West Midlands Police,West Midlands Police,395372.0,290024.0,On or near Highview Street,Robbery,
2011-02,West Midlands Police,West Midlands Police,397241.0,301060.0,On or near Sandringham Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,399040.0,278183.0,On or near Mitten Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,407708.0,294916.0,On or near Rockmead Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,399907.0,297786.0,On or near St. Johns Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,415975.0,281465.0,On or near Stockwell Rise,Violent crime,
2011-02,West Midlands Police,West Midlands Police,401109.0,299004.0,On or near Stafford Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,402897.0,301973.0,On or near Chestnut Drive,Violent crime,
2011-02,West Midlands Police,West Midlands Police,400212.0,281694.0,On or near Brett Drive,Robbery,
2011-02,West Midlands Police,West Midlands Police,407178.0,286005.0,On or near Lower Essex Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,399352.0,285735.0,On or near Pitfields Road,Robbery,
2011-02,West Midlands Police,West Midlands Police,389478.0,285923.0,On or near Stewkins,Other crime,
2011-02,West Midlands Police,West Midlands Police,396233.0,293807.0,On or near Kingsbury Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,407149.0,286192.0,On or near Hurst Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,393227.0,295090.0,On or near Bate Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,390003.0,289211.0,On or near Dudley Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,400048.0,277618.0,On or near Belton Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,397463.0,298806.0,On or near Little Island Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,413385.0,287247.0,On or near Rattle Croft,Other crime,
2011-02,West Midlands Police,West Midlands Police,399381.0,278651.0,On or near Dartmoor Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,433730.0,277559.0,On or near Lichfield Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,401240.0,287294.0,On or near Thimblemill Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,398853.0,293169.0,On or near Poultney Street,Burglary,
2011-02,West Midlands Police,West Midlands Police,428461.0,278533.0,On or near Howlette Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,398379.0,292048.0,On or near Charles Street,Burglary,
2011-02,West Midlands Police,West Midlands Police,390072.0,284920.0,On or near Trefoil Gardens,Other crime,
2011-02,West Midlands Police,West Midlands Police,433381.0,279003.0,On or near Broadgate,Other crime,
2011-02,West Midlands Police,West Midlands Police,403722.0,283396.0,On or near Harborne Lane,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,399517.0,278689.0,On or near Cranbourne Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,413504.0,287687.0,On or near Baslow Close,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,401052.0,293102.0,On or near Bexley Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,394947.0,285223.0,On or near Red Brick Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,414757.0,283055.0,On or near Hobs Moat Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,390784.0,288116.0,On or near Bryce Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,414609.0,293563.0,On or near The Riddings,Violent crime,
2011-02,West Midlands Police,West Midlands Police,388725.0,289819.0,On or near Redruth Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,402333.0,277189.0,On or near Robinsfield Drive,Other crime,
2011-02,West Midlands Police,West Midlands Police,397664.0,296483.0,On or near Black Horse Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,408968.0,284970.0,On or near Hickman Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,400559.0,295653.0,On or near Somerset Crescent,Other crime,
2011-02,West Midlands Police,West Midlands Police,391753.0,285819.0,On or near Karen Way,Other crime,
2011-02,West Midlands Police,West Midlands Police,429472.0,280024.0,On or near West Ridge,Other crime,
2011-02,West Midlands Police,West Midlands Police,397035.0,290657.0,On or near Dudley Road West,Robbery,
2011-02,West Midlands Police,West Midlands Police,389758.0,300102.0,On or near Hordern Grove,Other crime,
2011-02,West Midlands Police,West Midlands Police,400019.0,297133.0,On or near Slaters Place,Other crime,
2011-02,West Midlands Police,West Midlands Police,399319.0,278958.0,On or near Miranda Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,431563.0,281896.0,On or near Brownshill Green Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,396436.0,291052.0,On or near Monins Avenue,Violent crime,
2011-02,West Midlands Police,West Midlands Police,400818.0,298730.0,On or near Wolverhampton Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,404563.0,280073.0,On or near Nursery Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,405898.0,293561.0,On or near Turnberry Road,Violent crime,
2011-02,West Midlands Police,West Midlands Police,401367.0,298776.0,On or near Hatherton Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,400681.0,298215.0,On or near Queen Street,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,405442.0,278263.0,On or near Little Hill Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,404119.0,294629.0,On or near Red House Park Road,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,417194.0,287858.0,On or near Corinne Croft,Other crime,
2011-02,West Midlands Police,West Midlands Police,412274.0,289754.0,On or near Haydock Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,401282.0,286616.0,On or near Slatch House Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,412100.0,296280.0,On or near Mill Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,392090.0,296397.0,On or near Veronica Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,416221.0,287222.0,On or near Wheatlands Croft,Violent crime,
2011-02,West Midlands Police,West Midlands Police,432748.0,278910.0,On or near Meadow Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,408610.0,286537.0,On or near Farmacre,Other crime,
2011-02,West Midlands Police,West Midlands Police,404943.0,283197.0,On or near Arley Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,401568.0,282494.0,On or near Barnes Hill,Other crime,
2011-02,West Midlands Police,West Midlands Police,398272.0,288958.0,On or near Wolverhampton Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,404820.0,277463.0,On or near Lynfield Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,413932.0,283653.0,On or near Thurlston Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,391309.0,291883.0,On or near Parkhouse Gardens,Other crime,
2011-02,West Midlands Police,West Midlands Police,412095.0,285925.0,On or near Kestrel Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,389333.0,297838.0,On or near Broad Lane,Burglary,
2011-02,West Midlands Police,West Midlands Police,406687.0,285997.0,On or near Lytham Croft,Other crime,
2011-02,West Midlands Police,West Midlands Police,395185.0,286250.0,On or near Clyde Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,406966.0,287459.0,On or near St. Chads Queensway,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,405312.0,286229.0,On or near Francis Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,408376.0,288746.0,On or near Rocky Lane,Burglary,
2011-02,West Midlands Police,West Midlands Police,391592.0,298558.0,On or near Market Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,407178.0,286005.0,On or near Lower Essex Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,401783.0,288659.0,On or near Stony Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,389118.0,288069.0,On or near Oakfield Avenue,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,397623.0,296912.0,On or near Cramp Hill,Violent crime,
2011-02,West Midlands Police,West Midlands Police,391592.0,298558.0,On or near Market Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,405992.0,286124.0,On or near Shepherds Gardens,Other crime,
2011-02,West Midlands Police,West Midlands Police,410373.0,282633.0,On or near Reddings Lane,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,409004.0,280507.0,On or near Selby Grove,Burglary,
2011-02,West Midlands Police,West Midlands Police,390067.0,284282.0,On or near Market Street,Violent crime,
2011-02,West Midlands Police,West Midlands Police,411390.0,288070.0,On or near Sladefield Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,392045.0,301849.0,On or near Bushbury Lane,Violent crime,
2011-02,West Midlands Police,West Midlands Police,409748.0,284510.0,On or near Withdean Close,Other crime,
2011-02,West Midlands Police,West Midlands Police,401868.0,281994.0,On or near Ackleton Grove,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,402302.0,288436.0,On or near Piddock Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,406792.0,290952.0,On or near Birchfield Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,415324.0,279436.0,On or near Drury Lane,Other crime,
2011-02,West Midlands Police,West Midlands Police,389322.0,301941.0,On or near Dalbeg Close,Violent crime,
2011-02,West Midlands Police,West Midlands Police,405172.0,289394.0,On or near Ivy Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,407015.0,286169.0,On or near Essex Street,Robbery,
2011-02,West Midlands Police,West Midlands Police,391312.0,298528.0,On or near Victoria Street,Other crime,
2011-02,West Midlands Police,West Midlands Police,405188.0,292488.0,On or near Montana Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,407195.0,292532.0,On or near Maybank Place,Other crime,
2011-02,West Midlands Police,West Midlands Police,402704.0,295540.0,On or near Lupin Grove,Burglary,
2011-02,West Midlands Police,West Midlands Police,433171.0,280149.0,On or near Sandy Lane,Other crime,
2011-02,West Midlands Police,West Midlands Police,435948.0,276012.0,On or near Sedgemoor Road,Other crime,
2011-02,West Midlands Police,West Midlands Police,412080.0,287250.0,On or near Otley Grove,Violent crime,
2011-02,West Midlands Police,West Midlands Police,406966.0,287459.0,On or near St. Chads Queensway,Vehicle crime,
2011-02,West Midlands Police,West Midlands Police,405764.0,288873.0,On or near Naden Road,Burglary,
2011-02,West Midlands Police,West Midlands Police,405188.0,292488.0,On or near Montana Avenue,Other crime,
2011-02,West Midlands Police,West Midlands Police,410120.0,291673.0,On or near Boundary Road,Violent crime,
